circuit,circuit_path,initial_area,final_area,area_reduction,area_reduction_pct
mux_16to1_s8.aag,testcase/Synthetic/mux_16to1_s8/mux_16to1_s8.aag,41,41,0,0.0
mux_2to1_s1.aag,testcase/Synthetic/mux_2to1_s1/mux_2to1_s1.aag,3,3,0,0.0
mux_2to1_s5.aag,testcase/Synthetic/mux_2to1_s5/mux_2to1_s5.aag,3,3,0,0.0
mux_4to1_s2.aag,testcase/Synthetic/mux_4to1_s2/mux_4to1_s2.aag,9,9,0,0.0
mux_4to1_s6.aag,testcase/Synthetic/mux_4to1_s6/mux_4to1_s6.aag,9,9,0,0.0
mux_8to1_s3.aag,testcase/Synthetic/mux_8to1_s3/mux_8to1_s3.aag,21,21,0,0.0
mux_8to1_s7.aag,testcase/Synthetic/mux_8to1_s7/mux_8to1_s7.aag,21,21,0,0.0
sort_16x16b_bitonic_l3.aag,testcase/Synthetic/sort_16x16b_bitonic_l3/sort_16x16b_bitonic_l3.aag,2688,2595,93,3.459821428571429
sort_16x8b_bitonic_l1.aag,testcase/Synthetic/sort_16x8b_bitonic_l1/sort_16x8b_bitonic_l1.aag,2288,2211,77,3.3653846153846154
sort_16x8b_bitonic_l5.aag,testcase/Synthetic/sort_16x8b_bitonic_l5/sort_16x8b_bitonic_l5.aag,2288,2211,77,3.3653846153846154
sort_32x16b_bitonic_l4.aag,testcase/Synthetic/sort_32x16b_bitonic_l4/sort_32x16b_bitonic_l4.aag,6224,6003,221,3.550771208226221
sort_32x8b_bitonic_l2.aag,testcase/Synthetic/sort_32x8b_bitonic_l2/sort_32x8b_bitonic_l2.aag,5424,5235,189,3.484513274336283
sort_32x8b_bitonic_l6.aag,testcase/Synthetic/sort_32x8b_bitonic_l6/sort_32x8b_bitonic_l6.aag,5424,5235,189,3.484513274336283
sort_4x8b_bitonic_ml3.aag,testcase/Synthetic/sort_4x8b_bitonic_ml3/sort_4x8b_bitonic_ml3.aag,96,93,3,3.125
sort_4x8b_bitonic_ml7.aag,testcase/Synthetic/sort_4x8b_bitonic_ml7/sort_4x8b_bitonic_ml7.aag,96,93,3,3.125
sort_4x8b_bubble_ml1.aag,testcase/Synthetic/sort_4x8b_bubble_ml1/sort_4x8b_bubble_ml1.aag,240,231,9,3.75
sort_4x8b_bubble_ml5.aag,testcase/Synthetic/sort_4x8b_bubble_ml5/sort_4x8b_bubble_ml5.aag,240,231,9,3.75
sort_8x8b_bitonic_ml4.aag,testcase/Synthetic/sort_8x8b_bitonic_ml4/sort_8x8b_bitonic_ml4.aag,912,891,21,2.302631578947368
sort_8x8b_bitonic_ml8.aag,testcase/Synthetic/sort_8x8b_bitonic_ml8/sort_8x8b_bitonic_ml8.aag,912,891,21,2.302631578947368
sort_8x8b_bubble_ml2.aag,testcase/Synthetic/sort_8x8b_bubble_ml2/sort_8x8b_bubble_ml2.aag,528,507,21,3.977272727272727
sort_8x8b_bubble_ml6.aag,testcase/Synthetic/sort_8x8b_bubble_ml6/sort_8x8b_bubble_ml6.aag,528,507,21,3.977272727272727
tree_16in_and_m4.aag,testcase/Synthetic/tree_16in_and_m4/tree_16in_and_m4.aag,15,15,0,0.0
tree_16in_or_m2.aag,testcase/Synthetic/tree_16in_or_m2/tree_16in_or_m2.aag,15,15,0,0.0
tree_16in_xor_m6.aag,testcase/Synthetic/tree_16in_xor_m6/tree_16in_xor_m6.aag,84,45,39,46.42857142857143
tree_8in_and_m1.aag,testcase/Synthetic/tree_8in_and_m1/tree_8in_and_m1.aag,7,7,0,0.0
tree_8in_or_m5.aag,testcase/Synthetic/tree_8in_or_m5/tree_8in_or_m5.aag,7,7,0,0.0
tree_8in_xor_m3.aag,testcase/Synthetic/tree_8in_xor_m3/tree_8in_xor_m3.aag,39,21,18,46.15384615384615
